"ID","Date","Year","Method_EN","Ti.1_So.2_Ha.3","Crop.type","Main.crop.or.cover.crop","Coordinates..center.of.the.field.","Country","Farm","geometry","Crop","type","Month"
282,"2024-04-15",2024,"Ploughing",1,"Sugar beet","Main crop","12.9348254867204,45.6228373810845","NL","Unifarm","MULTIPOLYGON (((12.936867 45.622946, 12.93505 45.622433, 12.933393 45.621963, 12.932198 45.621627, 12.93202 45.62187, 12.933909 45.622409, 12.936266 45.623075, 12.937834 45.623522, 12.938013 45.623279, 12.936867 45.622946)),((12.931825 45.622137, 12.933431 45.622591, 12.93565 45.623219, 12.93764 45.623785, 12.937819 45.623542, 12.936254 45.623095, 12.933897 45.62243, 12.932006 45.62189, 12.931825 45.622137)),((12.93163 45.622402, 12.933088 45.622811, 12.935185 45.623406, 12.937444 45.624052, 12.937626 45.623805, 12.935638 45.62324, 12.933419 45.622612, 12.93181 45.622157, 12.93163 45.622402)))","Summer crop",1,"April"
282,"2024-04-30",2024,"Harrowing",1,"Sugar beet","Main crop","12.9348254867204,45.6228373810845","NL","Unifarm","MULTIPOLYGON (((12.936867 45.622946, 12.93505 45.622433, 12.933393 45.621963, 12.932198 45.621627, 12.93202 45.62187, 12.933909 45.622409, 12.936266 45.623075, 12.937834 45.623522, 12.938013 45.623279, 12.936867 45.622946)),((12.931825 45.622137, 12.933431 45.622591, 12.93565 45.623219, 12.93764 45.623785, 12.937819 45.623542, 12.936254 45.623095, 12.933897 45.62243, 12.932006 45.62189, 12.931825 45.622137)),((12.93163 45.622402, 12.933088 45.622811, 12.935185 45.623406, 12.937444 45.624052, 12.937626 45.623805, 12.935638 45.62324, 12.933419 45.622612, 12.93181 45.622157, 12.93163 45.622402)))","Summer crop",1,"April"
283,"2023-04-19",2023,"Ploughing",1,"Summer barley","Main crop","12.9348254867204,45.6228373810845","NL","Unifarm","MULTIPOLYGON (((12.936867 45.622946, 12.93505 45.622433, 12.933393 45.621963, 12.932198 45.621627, 12.93202 45.62187, 12.933909 45.622409, 12.936266 45.623075, 12.937834 45.623522, 12.938013 45.623279, 12.936867 45.622946)),((12.931825 45.622137, 12.933431 45.622591, 12.93565 45.623219, 12.93764 45.623785, 12.937819 45.623542, 12.936254 45.623095, 12.933897 45.62243, 12.932006 45.62189, 12.931825 45.622137)),((12.93163 45.622402, 12.933088 45.622811, 12.935185 45.623406, 12.937444 45.624052, 12.937626 45.623805, 12.935638 45.62324, 12.933419 45.622612, 12.93181 45.622157, 12.93163 45.622402)))","Summer crop",1,"April"
284,"2023-12-11",2023,"Cultivator",1,"Sugar beet","Main crop","12.9682092716294,45.6339938921062","NL","Unifarm","MULTIPOLYGON (((12.968504 45.633785, 12.967187 45.63331, 12.967006 45.633555, 12.968185 45.633976, 12.969471 45.63444, 12.969662 45.634199, 12.968504 45.633785)),((12.968171 45.633996, 12.966992 45.633575, 12.966813 45.633818, 12.967733 45.634151, 12.968982 45.6346, 12.969137 45.634565, 12.969279 45.63454, 12.969394 45.634522, 12.969408 45.63452, 12.969456 45.63446, 12.968171 45.633996)))","Summer crop",1,"December"
284,"2024-04-08",2024,"Ploughing",1,"Summer triticale","Main crop","12.9682092716294,45.6339938921062","NL","Unifarm","MULTIPOLYGON (((12.968504 45.633785, 12.967187 45.63331, 12.967006 45.633555, 12.968185 45.633976, 12.969471 45.63444, 12.969662 45.634199, 12.968504 45.633785)),((12.968171 45.633996, 12.966992 45.633575, 12.966813 45.633818, 12.967733 45.634151, 12.968982 45.6346, 12.969137 45.634565, 12.969279 45.63454, 12.969394 45.634522, 12.969408 45.63452, 12.969456 45.63446, 12.968171 45.633996)))","Summer crop",1,"April"
284,"2023-04-17",2023,"Ploughing",1,"Sugar beet","Main crop","12.9682092716294,45.6339938921062","NL","Unifarm","MULTIPOLYGON (((12.968504 45.633785, 12.967187 45.63331, 12.967006 45.633555, 12.968185 45.633976, 12.969471 45.63444, 12.969662 45.634199, 12.968504 45.633785)),((12.968171 45.633996, 12.966992 45.633575, 12.966813 45.633818, 12.967733 45.634151, 12.968982 45.6346, 12.969137 45.634565, 12.969279 45.63454, 12.969394 45.634522, 12.969408 45.63452, 12.969456 45.63446, 12.968171 45.633996)))","Summer crop",1,"April"
285,"2023-05-30",2023,"Harrowing",1,"Potatoes","Main crop","12.9682092716294,45.6339938921062","NL","Unifarm","MULTIPOLYGON (((12.968504 45.633785, 12.967187 45.63331, 12.967006 45.633555, 12.968185 45.633976, 12.969471 45.63444, 12.969662 45.634199, 12.968504 45.633785)),((12.968171 45.633996, 12.966992 45.633575, 12.966813 45.633818, 12.967733 45.634151, 12.968982 45.6346, 12.969137 45.634565, 12.969279 45.63454, 12.969394 45.634522, 12.969408 45.63452, 12.969456 45.63446, 12.968171 45.633996)))","Summer crop",1,"May"
285,"2023-10-04",2023,"Cultivator",1,"Potatoes","Main crop","12.9682092716294,45.6339938921062","NL","Unifarm","MULTIPOLYGON (((12.968504 45.633785, 12.967187 45.63331, 12.967006 45.633555, 12.968185 45.633976, 12.969471 45.63444, 12.969662 45.634199, 12.968504 45.633785)),((12.968171 45.633996, 12.966992 45.633575, 12.966813 45.633818, 12.967733 45.634151, 12.968982 45.6346, 12.969137 45.634565, 12.969279 45.63454, 12.969394 45.634522, 12.969408 45.63452, 12.969456 45.63446, 12.968171 45.633996)))","Summer crop",1,"October"
285,"2023-05-17",2023,"Ploughing",1,"Potatoes","Main crop","12.9682092716294,45.6339938921062","NL","Unifarm","MULTIPOLYGON (((12.968504 45.633785, 12.967187 45.63331, 12.967006 45.633555, 12.968185 45.633976, 12.969471 45.63444, 12.969662 45.634199, 12.968504 45.633785)),((12.968171 45.633996, 12.966992 45.633575, 12.966813 45.633818, 12.967733 45.634151, 12.968982 45.6346, 12.969137 45.634565, 12.969279 45.63454, 12.969394 45.634522, 12.969408 45.63452, 12.969456 45.63446, 12.968171 45.633996)))","Summer crop",1,"May"
286,"2024-08-14",2024,"Harrowing",1,"Mixture","Cover crop","12.9328503758571,45.6254816193911","NL","Unifarm","MULTIPOLYGON (((12.931015 45.62449, 12.930847 45.624739, 12.931652 45.62497, 12.933373 45.625455, 12.935073 45.625939, 12.935252 45.625701, 12.934757 45.625563, 12.933261 45.62513, 12.93146 45.624617, 12.931015 45.62449)),((12.93065 45.625031, 12.930484 45.625277, 12.930866 45.625385, 12.932163 45.625756, 12.933605 45.626163, 12.934676 45.626467, 12.934859 45.626224, 12.934379 45.626088, 12.932928 45.625674, 12.931281 45.625211, 12.93065 45.625031)))","Cover crop",1,"August"
286,"2023-08-24",2023,"Harrowing",1,"Rapeseed","Main crop","12.9328503758571,45.6254816193911","NL","Unifarm","MULTIPOLYGON (((12.931015 45.62449, 12.930847 45.624739, 12.931652 45.62497, 12.933373 45.625455, 12.935073 45.625939, 12.935252 45.625701, 12.934757 45.625563, 12.933261 45.62513, 12.93146 45.624617, 12.931015 45.62449)),((12.93065 45.625031, 12.930484 45.625277, 12.930866 45.625385, 12.932163 45.625756, 12.933605 45.626163, 12.934676 45.626467, 12.934859 45.626224, 12.934379 45.626088, 12.932928 45.625674, 12.931281 45.625211, 12.93065 45.625031)))","Winter crop",1,"August"
287,"2023-02-07",2023,"Harrowing",1,"Sugar beet","Main crop","12.9328503758571,45.6254816193911","NL","Unifarm","MULTIPOLYGON (((12.931015 45.62449, 12.930847 45.624739, 12.931652 45.62497, 12.933373 45.625455, 12.935073 45.625939, 12.935252 45.625701, 12.934757 45.625563, 12.933261 45.62513, 12.93146 45.624617, 12.931015 45.62449)),((12.93065 45.625031, 12.930484 45.625277, 12.930866 45.625385, 12.932163 45.625756, 12.933605 45.626163, 12.934676 45.626467, 12.934859 45.626224, 12.934379 45.626088, 12.932928 45.625674, 12.931281 45.625211, 12.93065 45.625031)))","Summer crop",1,"February"
287,"2023-04-12",2023,"Ploughing",1,"Sugar beet","Main crop","12.9328503758571,45.6254816193911","NL","Unifarm","MULTIPOLYGON (((12.931015 45.62449, 12.930847 45.624739, 12.931652 45.62497, 12.933373 45.625455, 12.935073 45.625939, 12.935252 45.625701, 12.934757 45.625563, 12.933261 45.62513, 12.93146 45.624617, 12.931015 45.62449)),((12.93065 45.625031, 12.930484 45.625277, 12.930866 45.625385, 12.932163 45.625756, 12.933605 45.626163, 12.934676 45.626467, 12.934859 45.626224, 12.934379 45.626088, 12.932928 45.625674, 12.931281 45.625211, 12.93065 45.625031)))","Summer crop",1,"April"
287,"2024-03-14",2024,"Ploughing",1,"Potatoes","Main crop","12.9333779905963,45.624824483262","NL","Unifarm","MULTIPOLYGON (((12.930644 45.623751, 12.930467 45.623992, 12.932361 45.624531, 12.934278 45.625073, 12.936275 45.625642, 12.936459 45.625401, 12.935097 45.625008, 12.932895 45.624385, 12.930644 45.623751)),((12.934266 45.625094, 12.932349 45.624551, 12.930453 45.624012, 12.930322 45.624189, 12.930334 45.624212, 12.931024 45.624414, 12.931043 45.624449, 12.931028 45.62447, 12.931472 45.624596, 12.933273 45.62511, 12.934769 45.625542, 12.935267 45.625681, 12.935284 45.625659, 12.935338 45.625645, 12.936085 45.625855, 12.936121 45.625845, 12.93626 45.625662, 12.934266 45.625094)))","Summer crop",1,"March"
288,"2023-09-21",2023,"Harrowing",1,"Summer barley","Main crop","12.9333779905963,45.624824483262","NL","Unifarm","MULTIPOLYGON (((12.930644 45.623751, 12.930467 45.623992, 12.932361 45.624531, 12.934278 45.625073, 12.936275 45.625642, 12.936459 45.625401, 12.935097 45.625008, 12.932895 45.624385, 12.930644 45.623751)),((12.934266 45.625094, 12.932349 45.624551, 12.930453 45.624012, 12.930322 45.624189, 12.930334 45.624212, 12.931024 45.624414, 12.931043 45.624449, 12.931028 45.62447, 12.931472 45.624596, 12.933273 45.62511, 12.934769 45.625542, 12.935267 45.625681, 12.935284 45.625659, 12.935338 45.625645, 12.936085 45.625855, 12.936121 45.625845, 12.93626 45.625662, 12.934266 45.625094)))","Summer crop",1,"September"
288,"2023-02-28",2023,"Ploughing",1,"Summer barley","Main crop","12.9333779905963,45.624824483262","NL","Unifarm","MULTIPOLYGON (((12.930644 45.623751, 12.930467 45.623992, 12.932361 45.624531, 12.934278 45.625073, 12.936275 45.625642, 12.936459 45.625401, 12.935097 45.625008, 12.932895 45.624385, 12.930644 45.623751)),((12.934266 45.625094, 12.932349 45.624551, 12.930453 45.624012, 12.930322 45.624189, 12.930334 45.624212, 12.931024 45.624414, 12.931043 45.624449, 12.931028 45.62447, 12.931472 45.624596, 12.933273 45.62511, 12.934769 45.625542, 12.935267 45.625681, 12.935284 45.625659, 12.935338 45.625645, 12.936085 45.625855, 12.936121 45.625845, 12.93626 45.625662, 12.934266 45.625094)))","Summer crop",1,"February"
288,"2023-11-07",2023,"Ploughing",1,"Summer barley","Main crop","12.9333779905963,45.624824483262","NL","Unifarm","MULTIPOLYGON (((12.930644 45.623751, 12.930467 45.623992, 12.932361 45.624531, 12.934278 45.625073, 12.936275 45.625642, 12.936459 45.625401, 12.935097 45.625008, 12.932895 45.624385, 12.930644 45.623751)),((12.934266 45.625094, 12.932349 45.624551, 12.930453 45.624012, 12.930322 45.624189, 12.930334 45.624212, 12.931024 45.624414, 12.931043 45.624449, 12.931028 45.62447, 12.931472 45.624596, 12.933273 45.62511, 12.934769 45.625542, 12.935267 45.625681, 12.935284 45.625659, 12.935338 45.625645, 12.936085 45.625855, 12.936121 45.625845, 12.93626 45.625662, 12.934266 45.625094)))","Summer crop",1,"November"
289,"2023-05-15",2023,"Harrowing",1,"Corn silage","Main crop","12.9691477517326,45.6328285371071","NL","Unifarm","MULTIPOLYGON (((12.968269 45.631843, 12.968254 45.631863, 12.968172 45.631975, 12.969618 45.632493, 12.970874 45.632943, 12.970663 45.63267, 12.970349 45.632449, 12.969591 45.632175, 12.968349 45.631735, 12.968269 45.631843)),((12.968013 45.63219, 12.970714 45.633162, 12.970899 45.633037, 12.970909 45.632988, 12.970901 45.632978, 12.969604 45.632513, 12.968157 45.631995, 12.968013 45.63219)),((12.967963 45.632258, 12.967782 45.632503, 12.969295 45.633045, 12.970292 45.633402, 12.970412 45.63325, 12.970478 45.633213, 12.970565 45.633194, 12.970576 45.633193, 12.969418 45.632776, 12.967966 45.632254, 12.967963 45.632258)),((12.970117 45.633623, 12.970276 45.633422, 12.96928 45.633065, 12.967767 45.632523, 12.96762 45.632724, 12.970117 45.633623)),((12.967395 45.633028, 12.968865 45.63356, 12.96988 45.633923, 12.970066 45.633688, 12.969041 45.633316, 12.967571 45.632789, 12.967395 45.633028)))","Summer crop",1,"May"
289,"2023-04-19",2023,"Ploughing",1,"Corn silage","Main crop","12.9691477517326,45.6328285371071","NL","Unifarm","MULTIPOLYGON (((12.968269 45.631843, 12.968254 45.631863, 12.968172 45.631975, 12.969618 45.632493, 12.970874 45.632943, 12.970663 45.63267, 12.970349 45.632449, 12.969591 45.632175, 12.968349 45.631735, 12.968269 45.631843)),((12.968013 45.63219, 12.970714 45.633162, 12.970899 45.633037, 12.970909 45.632988, 12.970901 45.632978, 12.969604 45.632513, 12.968157 45.631995, 12.968013 45.63219)),((12.967963 45.632258, 12.967782 45.632503, 12.969295 45.633045, 12.970292 45.633402, 12.970412 45.63325, 12.970478 45.633213, 12.970565 45.633194, 12.970576 45.633193, 12.969418 45.632776, 12.967966 45.632254, 12.967963 45.632258)),((12.970117 45.633623, 12.970276 45.633422, 12.96928 45.633065, 12.967767 45.632523, 12.96762 45.632724, 12.970117 45.633623)),((12.967395 45.633028, 12.968865 45.63356, 12.96988 45.633923, 12.970066 45.633688, 12.969041 45.633316, 12.967571 45.632789, 12.967395 45.633028)))","Summer crop",1,"April"
290,"2023-09-25",2023,"Harrowing",1,"Summer barley","Main crop","12.9691477517326,45.6328285371071","NL","Unifarm","MULTIPOLYGON (((12.968269 45.631843, 12.968254 45.631863, 12.968172 45.631975, 12.969618 45.632493, 12.970874 45.632943, 12.970663 45.63267, 12.970349 45.632449, 12.969591 45.632175, 12.968349 45.631735, 12.968269 45.631843)),((12.968013 45.63219, 12.970714 45.633162, 12.970899 45.633037, 12.970909 45.632988, 12.970901 45.632978, 12.969604 45.632513, 12.968157 45.631995, 12.968013 45.63219)),((12.967963 45.632258, 12.967782 45.632503, 12.969295 45.633045, 12.970292 45.633402, 12.970412 45.63325, 12.970478 45.633213, 12.970565 45.633194, 12.970576 45.633193, 12.969418 45.632776, 12.967966 45.632254, 12.967963 45.632258)),((12.970117 45.633623, 12.970276 45.633422, 12.96928 45.633065, 12.967767 45.632523, 12.96762 45.632724, 12.970117 45.633623)),((12.967395 45.633028, 12.968865 45.63356, 12.96988 45.633923, 12.970066 45.633688, 12.969041 45.633316, 12.967571 45.632789, 12.967395 45.633028)))","Summer crop",1,"September"
291,"2023-09-20",2023,"Cultivator",1,"Corn silage","Main crop","12.9691477517326,45.6328285371071","NL","Unifarm","MULTIPOLYGON (((12.968269 45.631843, 12.968254 45.631863, 12.968172 45.631975, 12.969618 45.632493, 12.970874 45.632943, 12.970663 45.63267, 12.970349 45.632449, 12.969591 45.632175, 12.968349 45.631735, 12.968269 45.631843)),((12.968013 45.63219, 12.970714 45.633162, 12.970899 45.633037, 12.970909 45.632988, 12.970901 45.632978, 12.969604 45.632513, 12.968157 45.631995, 12.968013 45.63219)),((12.967963 45.632258, 12.967782 45.632503, 12.969295 45.633045, 12.970292 45.633402, 12.970412 45.63325, 12.970478 45.633213, 12.970565 45.633194, 12.970576 45.633193, 12.969418 45.632776, 12.967966 45.632254, 12.967963 45.632258)),((12.970117 45.633623, 12.970276 45.633422, 12.96928 45.633065, 12.967767 45.632523, 12.96762 45.632724, 12.970117 45.633623)),((12.967395 45.633028, 12.968865 45.63356, 12.96988 45.633923, 12.970066 45.633688, 12.969041 45.633316, 12.967571 45.632789, 12.967395 45.633028)))","Summer crop",1,"September"
291,"2023-05-04",2023,"Ploughing",1,"Corn silage","Main crop","12.9663831173583,45.6289403673094","NL","Unifarm","MULTIPOLYGON (((12.964767 45.626432, 12.964585 45.626677, 12.967716 45.627801, 12.969543 45.628456, 12.969464 45.628121, 12.969462 45.62812, 12.968023 45.627601, 12.966124 45.626922, 12.964767 45.626432)),((12.963284 45.628431, 12.963221 45.628517, 12.964482 45.628973, 12.967045 45.629893, 12.96898 45.630586, 12.969157 45.630346, 12.967083 45.629603, 12.964704 45.628747, 12.963399 45.628277, 12.963284 45.628431)),((12.963019 45.628789, 12.964345 45.629267, 12.966737 45.630125, 12.968775 45.630864, 12.968965 45.630606, 12.967031 45.629913, 12.964467 45.628993, 12.963206 45.628537, 12.963019 45.628789)))","Summer crop",1,"May"
292,"2024-08-12",2024,"Cultivator",1,"Mixture","Cover crop","12.9663831173583,45.6289403673094","NL","Unifarm","MULTIPOLYGON (((12.964767 45.626432, 12.964585 45.626677, 12.967716 45.627801, 12.969543 45.628456, 12.969464 45.628121, 12.969462 45.62812, 12.968023 45.627601, 12.966124 45.626922, 12.964767 45.626432)),((12.963284 45.628431, 12.963221 45.628517, 12.964482 45.628973, 12.967045 45.629893, 12.96898 45.630586, 12.969157 45.630346, 12.967083 45.629603, 12.964704 45.628747, 12.963399 45.628277, 12.963284 45.628431)),((12.963019 45.628789, 12.964345 45.629267, 12.966737 45.630125, 12.968775 45.630864, 12.968965 45.630606, 12.967031 45.629913, 12.964467 45.628993, 12.963206 45.628537, 12.963019 45.628789)))","Cover crop",1,"August"
292,"2024-08-26",2024,"Cultivator",1,"Mixture","Cover crop","12.9663831173583,45.6289403673094","NL","Unifarm","MULTIPOLYGON (((12.964767 45.626432, 12.964585 45.626677, 12.967716 45.627801, 12.969543 45.628456, 12.969464 45.628121, 12.969462 45.62812, 12.968023 45.627601, 12.966124 45.626922, 12.964767 45.626432)),((12.963284 45.628431, 12.963221 45.628517, 12.964482 45.628973, 12.967045 45.629893, 12.96898 45.630586, 12.969157 45.630346, 12.967083 45.629603, 12.964704 45.628747, 12.963399 45.628277, 12.963284 45.628431)),((12.963019 45.628789, 12.964345 45.629267, 12.966737 45.630125, 12.968775 45.630864, 12.968965 45.630606, 12.967031 45.629913, 12.964467 45.628993, 12.963206 45.628537, 12.963019 45.628789)))","Cover crop",1,"August"
292,"2024-09-04",2024,"Cultivator",1,"Mixture","Cover crop","12.9663831173583,45.6289403673094","NL","Unifarm","MULTIPOLYGON (((12.964767 45.626432, 12.964585 45.626677, 12.967716 45.627801, 12.969543 45.628456, 12.969464 45.628121, 12.969462 45.62812, 12.968023 45.627601, 12.966124 45.626922, 12.964767 45.626432)),((12.963284 45.628431, 12.963221 45.628517, 12.964482 45.628973, 12.967045 45.629893, 12.96898 45.630586, 12.969157 45.630346, 12.967083 45.629603, 12.964704 45.628747, 12.963399 45.628277, 12.963284 45.628431)),((12.963019 45.628789, 12.964345 45.629267, 12.966737 45.630125, 12.968775 45.630864, 12.968965 45.630606, 12.967031 45.629913, 12.964467 45.628993, 12.963206 45.628537, 12.963019 45.628789)))","Cover crop",1,"September"
292,"2023-03-01",2023,"Harrowing",1,"Summer barley","Main crop","12.9663831173583,45.6289403673094","NL","Unifarm","MULTIPOLYGON (((12.964767 45.626432, 12.964585 45.626677, 12.967716 45.627801, 12.969543 45.628456, 12.969464 45.628121, 12.969462 45.62812, 12.968023 45.627601, 12.966124 45.626922, 12.964767 45.626432)),((12.963284 45.628431, 12.963221 45.628517, 12.964482 45.628973, 12.967045 45.629893, 12.96898 45.630586, 12.969157 45.630346, 12.967083 45.629603, 12.964704 45.628747, 12.963399 45.628277, 12.963284 45.628431)),((12.963019 45.628789, 12.964345 45.629267, 12.966737 45.630125, 12.968775 45.630864, 12.968965 45.630606, 12.967031 45.629913, 12.964467 45.628993, 12.963206 45.628537, 12.963019 45.628789)))","Summer crop",1,"March"
292,"2023-04-07",2023,"Harrowing",1,"Summer barley","Main crop","12.9663831173583,45.6289403673094","NL","Unifarm","MULTIPOLYGON (((12.964767 45.626432, 12.964585 45.626677, 12.967716 45.627801, 12.969543 45.628456, 12.969464 45.628121, 12.969462 45.62812, 12.968023 45.627601, 12.966124 45.626922, 12.964767 45.626432)),((12.963284 45.628431, 12.963221 45.628517, 12.964482 45.628973, 12.967045 45.629893, 12.96898 45.630586, 12.969157 45.630346, 12.967083 45.629603, 12.964704 45.628747, 12.963399 45.628277, 12.963284 45.628431)),((12.963019 45.628789, 12.964345 45.629267, 12.966737 45.630125, 12.968775 45.630864, 12.968965 45.630606, 12.967031 45.629913, 12.964467 45.628993, 12.963206 45.628537, 12.963019 45.628789)))","Summer crop",1,"April"
292,"2023-06-06",2023,"Harrowing",1,"Summer barley","Main crop","12.9663831173583,45.6289403673094","NL","Unifarm","MULTIPOLYGON (((12.964767 45.626432, 12.964585 45.626677, 12.967716 45.627801, 12.969543 45.628456, 12.969464 45.628121, 12.969462 45.62812, 12.968023 45.627601, 12.966124 45.626922, 12.964767 45.626432)),((12.963284 45.628431, 12.963221 45.628517, 12.964482 45.628973, 12.967045 45.629893, 12.96898 45.630586, 12.969157 45.630346, 12.967083 45.629603, 12.964704 45.628747, 12.963399 45.628277, 12.963284 45.628431)),((12.963019 45.628789, 12.964345 45.629267, 12.966737 45.630125, 12.968775 45.630864, 12.968965 45.630606, 12.967031 45.629913, 12.964467 45.628993, 12.963206 45.628537, 12.963019 45.628789)))","Summer crop",1,"June"
292,"2024-04-24",2024,"Harrowing",1,"Summer barley","Main crop","12.9670196708748,45.6282413601886","NL","Unifarm","MULTIPOLYGON (((12.96437 45.626967, 12.964204 45.627192, 12.964191 45.627209, 12.965929 45.627838, 12.96793 45.628554, 12.969942 45.629281, 12.969969 45.629246, 12.96994 45.629203, 12.969733 45.628899, 12.969733 45.628898, 12.969732 45.628897, 12.969729 45.628891, 12.969728 45.628891, 12.967771 45.628184, 12.965695 45.627441, 12.96437 45.626967)),((12.964176 45.627229, 12.963996 45.627472, 12.967484 45.628727, 12.969751 45.629541, 12.969928 45.629301, 12.967915 45.628574, 12.965914 45.627858, 12.964176 45.627229)))","Summer crop",1,"April"
292,"2023-10-03",2023,"Ploughing",1,"Winter barley","Cover crop","12.9670196708748,45.6282413601886","NL","Unifarm","MULTIPOLYGON (((12.96437 45.626967, 12.964204 45.627192, 12.964191 45.627209, 12.965929 45.627838, 12.96793 45.628554, 12.969942 45.629281, 12.969969 45.629246, 12.96994 45.629203, 12.969733 45.628899, 12.969733 45.628898, 12.969732 45.628897, 12.969729 45.628891, 12.969728 45.628891, 12.967771 45.628184, 12.965695 45.627441, 12.96437 45.626967)),((12.964176 45.627229, 12.963996 45.627472, 12.967484 45.628727, 12.969751 45.629541, 12.969928 45.629301, 12.967915 45.628574, 12.965914 45.627858, 12.964176 45.627229)))","Winter crop",1,"October"
293,"2023-03-01",2023,"Harrowing",1,"Summer barley","Main crop","12.9670196708748,45.6282413601886","NL","Unifarm","MULTIPOLYGON (((12.96437 45.626967, 12.964204 45.627192, 12.964191 45.627209, 12.965929 45.627838, 12.96793 45.628554, 12.969942 45.629281, 12.969969 45.629246, 12.96994 45.629203, 12.969733 45.628899, 12.969733 45.628898, 12.969732 45.628897, 12.969729 45.628891, 12.969728 45.628891, 12.967771 45.628184, 12.965695 45.627441, 12.96437 45.626967)),((12.964176 45.627229, 12.963996 45.627472, 12.967484 45.628727, 12.969751 45.629541, 12.969928 45.629301, 12.967915 45.628574, 12.965914 45.627858, 12.964176 45.627229)))","Summer crop",1,"March"
293,"2023-04-07",2023,"Harrowing",1,"Summer barley","Main crop","12.9670196708748,45.6282413601886","NL","Unifarm","MULTIPOLYGON (((12.96437 45.626967, 12.964204 45.627192, 12.964191 45.627209, 12.965929 45.627838, 12.96793 45.628554, 12.969942 45.629281, 12.969969 45.629246, 12.96994 45.629203, 12.969733 45.628899, 12.969733 45.628898, 12.969732 45.628897, 12.969729 45.628891, 12.969728 45.628891, 12.967771 45.628184, 12.965695 45.627441, 12.96437 45.626967)),((12.964176 45.627229, 12.963996 45.627472, 12.967484 45.628727, 12.969751 45.629541, 12.969928 45.629301, 12.967915 45.628574, 12.965914 45.627858, 12.964176 45.627229)))","Summer crop",1,"April"
293,"2024-03-21",2024,"Harrowing",1,"Winter rye","Main crop","12.9670196708748,45.6282413601886","NL","Unifarm","MULTIPOLYGON (((12.96437 45.626967, 12.964204 45.627192, 12.964191 45.627209, 12.965929 45.627838, 12.96793 45.628554, 12.969942 45.629281, 12.969969 45.629246, 12.96994 45.629203, 12.969733 45.628899, 12.969733 45.628898, 12.969732 45.628897, 12.969729 45.628891, 12.969728 45.628891, 12.967771 45.628184, 12.965695 45.627441, 12.96437 45.626967)),((12.964176 45.627229, 12.963996 45.627472, 12.967484 45.628727, 12.969751 45.629541, 12.969928 45.629301, 12.967915 45.628574, 12.965914 45.627858, 12.964176 45.627229)))","Winter crop",1,"March"
293,"2023-10-03",2023,"Ploughing",1,"Winter rye","Main crop","12.9666869720171,45.6286366686864","NL","Unifarm","MULTIPOLYGON (((12.964385 45.626947, 12.96571 45.627421, 12.967786 45.628164, 12.969715 45.628861, 12.969561 45.628529, 12.96956 45.628528, 12.96956 45.628526, 12.969559 45.628526, 12.969549 45.628484, 12.967702 45.627821, 12.96457 45.626697, 12.964385 45.626947)),((12.963801 45.627736, 12.967441 45.629048, 12.969556 45.629805, 12.969736 45.629561, 12.967469 45.628747, 12.963982 45.627492, 12.963801 45.627736)),((12.963729 45.627833, 12.963606 45.627999, 12.96711 45.629261, 12.969362 45.630069, 12.969541 45.629825, 12.967426 45.629068, 12.963786 45.627756, 12.963729 45.627833)),((12.963414 45.628257, 12.964719 45.628727, 12.967098 45.629583, 12.969172 45.630326, 12.969347 45.630089, 12.967096 45.629281, 12.963591 45.628019, 12.963414 45.628257)))","Winter crop",1,"October"
294,"2023-05-09",2023,"Ploughing",1,"Potatoes","Main crop","12.9666869720171,45.6286366686864","NL","Unifarm","MULTIPOLYGON (((12.964385 45.626947, 12.96571 45.627421, 12.967786 45.628164, 12.969715 45.628861, 12.969561 45.628529, 12.96956 45.628528, 12.96956 45.628526, 12.969559 45.628526, 12.969549 45.628484, 12.967702 45.627821, 12.96457 45.626697, 12.964385 45.626947)),((12.963801 45.627736, 12.967441 45.629048, 12.969556 45.629805, 12.969736 45.629561, 12.967469 45.628747, 12.963982 45.627492, 12.963801 45.627736)),((12.963729 45.627833, 12.963606 45.627999, 12.96711 45.629261, 12.969362 45.630069, 12.969541 45.629825, 12.967426 45.629068, 12.963786 45.627756, 12.963729 45.627833)),((12.963414 45.628257, 12.964719 45.628727, 12.967098 45.629583, 12.969172 45.630326, 12.969347 45.630089, 12.967096 45.629281, 12.963591 45.628019, 12.963414 45.628257)))","Summer crop",1,"May"
295,"2023-06-06",2023,"Harrowing",1,"Oat","Main crop","12.9666869720171,45.6286366686864","NL","Unifarm","MULTIPOLYGON (((12.964385 45.626947, 12.96571 45.627421, 12.967786 45.628164, 12.969715 45.628861, 12.969561 45.628529, 12.96956 45.628528, 12.96956 45.628526, 12.969559 45.628526, 12.969549 45.628484, 12.967702 45.627821, 12.96457 45.626697, 12.964385 45.626947)),((12.963801 45.627736, 12.967441 45.629048, 12.969556 45.629805, 12.969736 45.629561, 12.967469 45.628747, 12.963982 45.627492, 12.963801 45.627736)),((12.963729 45.627833, 12.963606 45.627999, 12.96711 45.629261, 12.969362 45.630069, 12.969541 45.629825, 12.967426 45.629068, 12.963786 45.627756, 12.963729 45.627833)),((12.963414 45.628257, 12.964719 45.628727, 12.967098 45.629583, 12.969172 45.630326, 12.969347 45.630089, 12.967096 45.629281, 12.963591 45.628019, 12.963414 45.628257)))","Cover crop",1,"June"
